codigo,nombre,temperatura,luminosidad,saturacion,familia_visual,estilos_recomendados,ambientes_recomendados,combina_con,contrasta_con,descripcion_tecnica,nivel_luminosidad,nivel_saturacion,sensacion_visual
61BG 68/049,Mar Silencioso,Frío,7,3,Azulado,Minimalista;Nórdico;Japandi,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
90GY 63/047,Marea Suave,Neutro,7,2,Verdoso,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Negro mate;Grafito;Verde oliva,Verdoso neutro de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Neutro;Elegante
16BB 27/091,Marea Vigorosa,Frío,3,2,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
26YY 09/028,Marrón Camuflaje,Neutro,2,2,Chocolate,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Chocolate neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
70GY 16/063,Matiz Musgo,Neutro,2,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
85BG 59/064,Melancolía,Frío,6,3,Azulado,Contemporáneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación baja (3/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Sobrio
26BB 10/008,Metal Forjado,Neutro,2,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
30GG 10/050,Metrópolis,Neutro,2,2,Verdoso,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Verdoso neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
91YY 31/059,Momento de Gris,Neutro,4,1,Grafito,Contemporáneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (4/10) y saturación muy baja (1/10) que equilibra el espacio.,Bajo,Muy Baja,Suave;Neutro;Elegante;Sobrio
30BB 13/068,Mora Negra,Frío,2,2,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
50GY 53/017,Muro de Berlín,Neutro,6,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (6/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
70YY 06/088,Musgo Español,Cálido,2,2,Chocolate,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Chocolate cálido de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Cálido;Acogedor;Sobrio
50GY 55/066,Neblina Distante,Neutro,6,2,Verdoso,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Verdoso neutro de luminosidad medio (6/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
90BG 10/067,Negro Cibelina,Frío,2,2,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
30GY 56/023,Niebla,Neutro,6,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (6/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
10GG 72/022,Niebla de Campo,Neutro,7,2,Verdoso,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Negro mate;Grafito;Verde oliva,Verdoso neutro de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Neutro;Elegante
50GY 32/046,Nivel del Mar,Neutro,4,1,Grafito,Contemporáneo,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (4/10) y saturación muy baja (1/10) que equilibra el espacio.,Bajo,Muy Baja,Suave;Neutro;Elegante;Sobrio
93BG 18/066,Noches Sombrías,Frío,2,2,Azulado,Industrial;Contemporáneo;Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
54GG 16/017,Nube Invernal,Neutro,2,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
11GY 12/072,Oliva Magnífico,Neutro,2,2,Oliva,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Oliva neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
00NN 07/000,Onix Profundo,Neutro,1,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (1/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
10GY 56/073,Orégano,Cálido,6,2,Gris cálido,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad medio (6/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Cálido;Acogedor;Sobrio
16BB 25/001,Oscura Tormenta,Neutro,3,1,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (3/10) y saturación muy baja (1/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
09BB 07/008,Oscuridad Celeste,Neutro,1,1,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (1/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
54YY 22/044,Pelaje Gris,Neutro,3,1,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (3/10) y saturación muy baja (1/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
36RR 14/002,Peltre Aterciopelado,Neutro,2,1,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
30GG 61/010,Pena Plateada,Neutro,6,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (6/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
30GY 10/048,Péndulo,Neutro,2,2,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
30GY 27/036,Piedra de Amolar,Neutro,3,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (3/10) y saturación muy baja (1/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
90YY 28/067,Piedra Resbaladiza,Neutro,3,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (3/10) y saturación muy baja (1/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
49GG 52/001,Piedra Sedosa,Neutro,6,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (6/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
60YY 74/072,Piedra Simple,Cálido,7,3,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
90YY 19/075,Pino Inglés,Neutro,3,2,Gris frío,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Gris frío neutro de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
50YY 33/065,Pintura Rupestre,Cálido,4,2,Gris cálido,Contemporáneo,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad bajo (4/10) y saturación muy baja (2/10) que equilibra el espacio.,Bajo,Muy Baja,Suave;Cálido;Acogedor;Sobrio
30BB 21/014,Pizarra Agrisada,Neutro,3,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (3/10) y saturación muy baja (1/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
30BB 62/044,Plata Aviador,Frío,7,2,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Frío;Sereno
90BG 55/051,Plata Azulado,Frío,6,2,Azulado,Contemporáneo,Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Frío;Sereno;Sobrio
93GY 24/024,Plata de Nutria,Neutro,3,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (3/10) y saturación muy baja (1/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
30BB 62/004,Plata Fina,Neutro,6,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (6/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
90BG 11/016,Plomizo Intenso,Neutro,2,1,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
81YR 06/003,Plomo Profundo,Neutro,1,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (1/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
70YY 72/041,Plumas Rizadas,Cálido,7,2,Gris cálido,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Gris cálido cálido de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Cálido;Acogedor
30GG 13/046,Puente Cubierto,Neutro,2,2,Verdoso,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Verdoso neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
50BG 64/028,Quarzo,Frío,7,2,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Frío;Sereno
39GY 75/033,Reflejo de Lago,Neutro,8,2,Gris frío,Minimalista;Nórdico;Japandi,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate,Negro mate;Grafito;Verde oliva,Gris frío neutro de luminosidad alto (8/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Neutro;Elegante
54YY 63/072,Revolución Fluvial,Cálido,7,3,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
90BG 63/043,Sales de Lavanda,Frío,7,2,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Frío;Sereno
90BG 48/057,Santuario,Frío,5,2,Azulado,Industrial;Contemporáneo,Dormitorio;Pasillo;Baño;Home office,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Frío;Sereno;Sobrio
00NN 05/000,Secreto Oscuro,Neutro,1,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (1/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
62GG 31/016,Sello Bruñido,Neutro,4,1,Grafito,Contemporáneo,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (4/10) y saturación muy baja (1/10) que equilibra el espacio.,Bajo,Muy Baja,Suave;Neutro;Elegante;Sobrio
80GY 50/031,Sensación de Plata,Neutro,5,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (5/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
77GY 32/058,Sensación de Relax,Neutro,4,1,Grafito,Contemporáneo,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (4/10) y saturación muy baja (1/10) que equilibra el espacio.,Bajo,Muy Baja,Suave;Neutro;Elegante;Sobrio
16GY 15/037,Sensación Invernal,Neutro,2,1,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
74BG 73/042,Sensación Primaveral,Frío,7,3,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
54YY 46/065,Sensación Romana,Cálido,5,2,Gris cálido,Rústico;Mediterráneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad medio (5/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Cálido;Acogedor;Sobrio
43BG 75/043,Sombra de Gaviota,Frío,8,3,Azulado,Minimalista;Nórdico;Japandi,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (8/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
30BB 21/056,Sombra de Noche,Neutro,3,2,Azulado,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Azulado neutro de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
70BG 19/071,Sonido Misterioso,Frío,3,2,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
10GG 53/030,Souvenir,Neutro,6,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (6/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
90YR 06/001,Suave Hollín,Neutro,1,1,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (1/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
95BG 23/044,Suave Plateado,Neutro,3,2,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
29GY 10/029,Sueño de Lajas,Neutro,2,1,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
10GY 49/081,Té de Hierbabuena,Cálido,5,2,Gris cálido,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad medio (5/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Cálido;Acogedor;Sobrio
90YY 73/040,Telaraña,Cálido,7,2,Gris cálido,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Gris cálido cálido de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Cálido;Acogedor
21BG 45/002,Toque de Aleación,Neutro,5,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (5/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
74GY 15/043,Toque de Pizarra,Neutro,2,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
50BG 08/021,Toque de Recogimiento,Neutro,2,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
10GG 26/046,Tormenta de Granizo,Neutro,3,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad bajo (3/10) y saturación muy baja (1/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
53YY 15/038,Tormenta de Noviembre,Neutro,2,2,Grafito,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
87BG 27/077,Tormenta Melancólica,Frío,3,2,Azulado,Industrial;Contemporáneo;Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
42BB 09/032,Tormenta Nocturna,Neutro,2,2,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
30BB 53/012,Trofeo de Plata,Neutro,6,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (6/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
00NN 53/000,Velo,Neutro,5,1,Piedra,Contemporáneo,Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Blanco;Crema;Verde oliva,Piedra neutro de luminosidad medio (5/10) y saturación muy baja (1/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Neutro;Elegante;Sobrio
50GY 13/064,Verde Granito,Neutro,2,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
70GY 08/075,Verde Noroeste,Neutro,2,2,Verdoso,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Verdoso neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
50GG 05/063,Verde Taberna,Frío,1,2,Verdoso,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Verdoso frío de luminosidad muy bajo (1/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
29YR 27/355,Abundante Rubor,Cálido,3,5,Terracota,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
10RR 68/068,Adorable Dama,Cálido,7,3,Piedra,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Piedra cálido de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
50RR 83/029,Algodón de Azúcar,Cálido,8,3,Marfil,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Marfil cálido de luminosidad alto (8/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
