codigo,nombre,hex,rgb,familia,subfamilia,url,imagen,temperatura,luminosidad,saturacion,nivel_luminosidad,nivel_saturacion,familia_visual,estilos_recomendados,ambientes_oficiales,ambientes_recomendados,combina_con,contrasta_con,sensacion_visual,descripcion_tecnica,descripcion_alba,superficies,texto_conocimiento
02RR 35/376,Rosa Exótico,#D185B7,"209,133,183",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-exotico-02rr-35-376-1671014,imagenes/02RR35376.jpg,Cálido,4,5,Bajo,Media,Piedra,Contemporáneo,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,,,"Color Alba 02RR 35/376 — Rosa Exótico. HEX #D185B7, RGB 209,133,183. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (4/10); saturación Media (5/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Contemporáneo. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio."
71RR 58/199,Rosa Fantástico,#ECB8BE,"236,184,190",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-fantastico-71rr-58-199-3137184,imagenes/71RR58199.jpg,Cálido,6,6,Medio,Media,Piedra,Rústico;Mediterráneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad medio (6/10) y saturación media (6/10) que equilibra el espacio.,,,"Color Alba 71RR 58/199 — Rosa Fantástico. HEX #ECB8BE, RGB 236,184,190. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (6/10); saturación Media (6/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes Alba: Living, Dormitorio, Comedor, Cocina, Baño, Pasillo, Home office, Cuarto de niños. Ambientes recomendados: Living, Dormitorio, Comedor, Cocina, Baño, Pasillo, Home office, Cuarto de niños. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad medio (6/10) y saturación media (6/10) que equilibra el espacio."
47RR 32/383,Rosa Flamenco,#D37998,"211,121,152",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-flamenco-47rr-32-383-1672132,imagenes/47RR32383.jpg,Cálido,4,6,Bajo,Media,Piedra,Contemporáneo,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad bajo (4/10) y saturación media (6/10) que equilibra el espacio.,,,"Color Alba 47RR 32/383 — Rosa Flamenco. HEX #D37998, RGB 211,121,152. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (4/10); saturación Media (6/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Contemporáneo. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (4/10) y saturación media (6/10) que equilibra el espacio."
90RR 43/290,Rosa Florida,#E3979B,"227,151,155",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-florida-90rr-43-290-1673232,imagenes/90RR43290.jpg,Cálido,5,6,Medio,Media,Piedra,Rústico;Mediterráneo,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad medio (5/10) y saturación media (6/10) que equilibra el espacio.,,,"Color Alba 90RR 43/290 — Rosa Florida. HEX #E3979B, RGB 227,151,155. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (5/10); saturación Media (6/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad medio (5/10) y saturación media (6/10) que equilibra el espacio."
64RR 80/073,Rosa Gélido,#F4E0E1,"244,224,225",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-gelido-64rr-80-073-1672577,imagenes/64RR80073.jpg,Cálido,8,5,Alto,Media,Piedra,Rústico;Mediterráneo,,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Piedra cálido de luminosidad alto (8/10) y saturación media (5/10) que aporta amplitud visual.,,,"Color Alba 64RR 80/073 — Rosa Gélido. HEX #F4E0E1, RGB 244,224,225. Familia oficial: Rojo. Temperatura Cálido; luminosidad Alto (8/10); saturación Media (5/10). Familia visual: Piedra. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Living, Comedor, Cocina, Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Negro mate, Grafito, Azul profundo. Piedra cálido de luminosidad alto (8/10) y saturación media (5/10) que aporta amplitud visual."
70RR 38/246,Rosa India,#D0929C,"208,146,156",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-india-70rr-38-246-1672755,imagenes/70RR38246.jpg,Cálido,4,5,Bajo,Media,Piedra,Contemporáneo,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,,,"Color Alba 70RR 38/246 — Rosa India. HEX #D0929C, RGB 208,146,156. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (4/10); saturación Media (5/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Contemporáneo. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio."
50RR 61/129,Rosa Inglesa,#E3C1C9,"227,193,201",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-inglesa-50rr-61-129-1672315,imagenes/50RR61129.jpg,Cálido,6,4,Medio,Baja,Piedra,Rústico;Mediterráneo,,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio.,,,"Color Alba 50RR 61/129 — Rosa Inglesa. HEX #E3C1C9, RGB 227,193,201. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (6/10); saturación Baja (4/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio."
28YR 67/165,Rosa Inspirador,#F5CAC1,"245,202,193",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-inspirador-28yr-67-165-1671577,imagenes/28YR67165.jpg,Cálido,7,8,Alto,Alta,Arena,Pop;Maximalista,,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (7/10) y saturación alta (8/10) que aporta amplitud visual.,,,"Color Alba 28YR 67/165 — Rosa Inspirador. HEX #F5CAC1, RGB 245,202,193. Familia oficial: Rojo. Temperatura Cálido; luminosidad Alto (7/10); saturación Alta (8/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Pop, Maximalista. Ambientes recomendados: Living, Comedor, Cocina. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (7/10) y saturación alta (8/10) que aporta amplitud visual."
70RR 40/168,Rosa Irlandesa,#C79CA3,"199,156,163",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-irlandesa-70rr-40-168-1672757,imagenes/70RR40168.jpg,Cálido,4,3,Bajo,Baja,Piedra,Contemporáneo,,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Sobrio,Piedra cálido de luminosidad bajo (4/10) y saturación baja (3/10) que equilibra el espacio.,,,"Color Alba 70RR 40/168 — Rosa Irlandesa. HEX #C79CA3, RGB 199,156,163. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (4/10); saturación Baja (3/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Sobrio. Estilos: Contemporáneo. Ambientes recomendados: Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (4/10) y saturación baja (3/10) que equilibra el espacio."
10YR 27/323,Rosa Madera,#C27470,"194,116,112",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-madera-10yr-27-323-1671241,imagenes/10YR27323.jpg,Cálido,3,5,Bajo,Media,Terracota,Dramático,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Profundo;Cálido;Acogedor;Natural,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,,,"Color Alba 10YR 27/323 — Rosa Madera. HEX #C27470, RGB 194,116,112. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (3/10); saturación Media (5/10). Familia visual: Terracota. Sensación: Profundo, Cálido, Acogedor, Natural. Estilos: Dramático. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad."
10YR 50/101,Rosa Marchita,#CEB2AF,"206,178,175",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-marchita-10yr-50-101-1671253,imagenes/10YR50101.jpg,Cálido,5,3,Medio,Baja,Arena,Rústico;Mediterráneo,,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Sobrio,Arena cálido de luminosidad medio (5/10) y saturación baja (3/10) que equilibra el espacio.,,,"Color Alba 10YR 50/101 — Rosa Marchita. HEX #CEB2AF, RGB 206,178,175. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (5/10); saturación Baja (3/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Sobrio. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (5/10) y saturación baja (3/10) que equilibra el espacio."
70RR 67/092,Rosa Menta,#E7CED0,"231,206,208",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-menta-70rr-67-092-1672768,imagenes/70RR67092.jpg,Cálido,7,4,Alto,Baja,Piedra,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Piedra cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual.,,,"Color Alba 70RR 67/092 — Rosa Menta. HEX #E7CED0, RGB 231,206,208. Familia oficial: Rojo. Temperatura Cálido; luminosidad Alto (7/10); saturación Baja (4/10). Familia visual: Piedra. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Minimalista, Nórdico, Japandi, Rústico, Mediterráneo. Ambientes recomendados: Living, Comedor, Cocina, Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Negro mate, Grafito, Azul profundo. Piedra cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual."
99RR 27/498,Rosa Neón,#DC656C,"220,101,108",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-neon-99rr-27-498-1673389,imagenes/99RR27498.jpg,Cálido,3,7,Bajo,Alta,Piedra,Pop;Maximalista;Dramático,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Profundo;Cálido;Acogedor;Alegre,Piedra cálido de luminosidad bajo (3/10) y saturación alta (7/10) que genera profundidad.,,,"Color Alba 99RR 27/498 — Rosa Neón. HEX #DC656C, RGB 220,101,108. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (3/10); saturación Alta (7/10). Familia visual: Piedra. Sensación: Profundo, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista, Dramático. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (3/10) y saturación alta (7/10) que genera profundidad."
90RR 62/124,Rosa Nevada,#E6C4C5,"230,196,197",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-nevada-90rr-62-124-1673238,imagenes/90RR62124.jpg,Cálido,6,5,Medio,Media,Piedra,Rústico;Mediterráneo,,Dormitorio;Pasillo;Comedor;Living,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad medio (6/10) y saturación media (5/10) que equilibra el espacio.,,,"Color Alba 90RR 62/124 — Rosa Nevada. HEX #E6C4C5, RGB 230,196,197. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (6/10); saturación Media (5/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo, Comedor, Living. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad medio (6/10) y saturación media (5/10) que equilibra el espacio."
50RR 26/431,Rosa Notorio,#CC6487,"204,100,135",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-notorio-50rr-26-431-1672306,imagenes/50RR26431.jpg,Cálido,3,6,Bajo,Media,Piedra,Dramático,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Profundo;Cálido;Acogedor;Natural,Piedra cálido de luminosidad bajo (3/10) y saturación media (6/10) que genera profundidad.,,,"Color Alba 50RR 26/431 — Rosa Notorio. HEX #CC6487, RGB 204,100,135. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (3/10); saturación Media (6/10). Familia visual: Piedra. Sensación: Profundo, Cálido, Acogedor, Natural. Estilos: Dramático. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (3/10) y saturación media (6/10) que genera profundidad."
50RR 65/065,Rosa Nuevo,#DECDD0,"222,205,208",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-nuevo-50rr-65-065-1672316,imagenes/50RR65065.jpg,Cálido,7,3,Alto,Baja,Piedra,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Piedra cálido de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,,,"Color Alba 50RR 65/065 — Rosa Nuevo. HEX #DECDD0, RGB 222,205,208. Familia oficial: Rojo. Temperatura Cálido; luminosidad Alto (7/10); saturación Baja (3/10). Familia visual: Piedra. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Minimalista, Nórdico, Japandi, Rústico, Mediterráneo. Ambientes recomendados: Living, Comedor, Cocina, Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Negro mate, Grafito, Azul profundo. Piedra cálido de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual."
77RR 16/420,Rosa Osado,#AB4357,"171,67,87",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-osado-77rr-16-420-3137192,imagenes/77RR16420.jpg,Cálido,2,5,Muy Bajo,Media,Piedra,Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Profundo;Cálido;Acogedor;Natural,Piedra cálido de luminosidad muy bajo (2/10) y saturación media (5/10) que genera profundidad.,,,"Color Alba 77RR 16/420 — Rosa Osado. HEX #AB4357, RGB 171,67,87. Familia oficial: Rojo. Temperatura Cálido; luminosidad Muy Bajo (2/10); saturación Media (5/10). Familia visual: Piedra. Sensación: Profundo, Cálido, Acogedor, Natural. Estilos: Dramático. Ambientes Alba: Living, Dormitorio, Comedor, Cocina, Baño, Pasillo, Home office, Cuarto de niños. Ambientes recomendados: Living, Dormitorio, Comedor, Cocina, Baño, Pasillo, Home office, Cuarto de niños. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad muy bajo (2/10) y saturación media (5/10) que genera profundidad."
50RR 49/195,Rosa Pátina,#DBA9B6,"219,169,182",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-patina-50rr-49-195-1672312,imagenes/50RR49195.jpg,Cálido,5,5,Medio,Media,Piedra,Rústico;Mediterráneo,,Dormitorio;Pasillo;Comedor;Living,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,,,"Color Alba 50RR 49/195 — Rosa Pátina. HEX #DBA9B6, RGB 219,169,182. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (5/10); saturación Media (5/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo, Comedor, Living. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio."
30YR 83/029,Rosa Penélope,#EFE7E2,"239,231,226",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-penelope-30yr-83-029-1671827,imagenes/30YR83029.jpg,Cálido,8,4,Alto,Baja,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (8/10) y saturación baja (4/10) que aporta amplitud visual.,,,"Color Alba 30YR 83/029 — Rosa Penélope. HEX #EFE7E2, RGB 239,231,226. Familia oficial: Rojo. Temperatura Cálido; luminosidad Alto (8/10); saturación Baja (4/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Minimalista, Nórdico, Japandi, Rústico, Mediterráneo. Ambientes recomendados: Living, Comedor, Cocina, Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (8/10) y saturación baja (4/10) que aporta amplitud visual."
98RR 80/078,Rosa Perfecto,#F6DFDD,"246,223,221",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-perfecto-98rr-80-078-1673382,imagenes/98RR80078.jpg,Cálido,8,6,Alto,Media,Arena,Rústico;Mediterráneo,,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (8/10) y saturación media (6/10) que aporta amplitud visual.,,,"Color Alba 98RR 80/078 — Rosa Perfecto. HEX #F6DFDD, RGB 246,223,221. Familia oficial: Rojo. Temperatura Cálido; luminosidad Alto (8/10); saturación Media (6/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Living, Comedor, Cocina. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (8/10) y saturación media (6/10) que aporta amplitud visual."
10YR 57/080,Rosa Puccini,#D6C0BE,"214,192,190",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-puccini-10yr-57-080-1671257,imagenes/10YR57080.jpg,Cálido,6,3,Medio,Baja,Arena,Rústico;Mediterráneo,,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Sobrio,Arena cálido de luminosidad medio (6/10) y saturación baja (3/10) que equilibra el espacio.,,,"Color Alba 10YR 57/080 — Rosa Puccini. HEX #D6C0BE, RGB 214,192,190. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (6/10); saturación Baja (3/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Sobrio. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (6/10) y saturación baja (3/10) que equilibra el espacio."
90RR 83/030,Rosa Puro,#F0E7E5,"240,231,229",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-puro-90rr-83-030-1673251,imagenes/90RR83030.jpg,Cálido,8,3,Alto,Baja,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (8/10) y saturación baja (3/10) que aporta amplitud visual.,,,"Color Alba 90RR 83/030 — Rosa Puro. HEX #F0E7E5, RGB 240,231,229. Familia oficial: Rojo. Temperatura Cálido; luminosidad Alto (8/10); saturación Baja (3/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Minimalista, Nórdico, Japandi, Rústico, Mediterráneo. Ambientes recomendados: Living, Comedor, Cocina, Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (8/10) y saturación baja (3/10) que aporta amplitud visual."
50RR 19/203,Rosa Real,#976876,"151,104,118",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-real-50rr-19-203-1672303,imagenes/50RR19203.jpg,Cálido,3,3,Bajo,Baja,Piedra,Dramático,,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Profundo;Cálido;Acogedor;Sobrio,Piedra cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,,,"Color Alba 50RR 19/203 — Rosa Real. HEX #976876, RGB 151,104,118. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (3/10); saturación Baja (3/10). Familia visual: Piedra. Sensación: Profundo, Cálido, Acogedor, Sobrio. Estilos: Dramático. Ambientes recomendados: Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad."
90RR 28/245,Rosa Renacentista,#B87C7E,"184,124,126",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-renacentista-90rr-28-245-1673221,imagenes/90RR28245.jpg,Cálido,3,4,Bajo,Baja,Piedra,Dramático,,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Profundo;Cálido;Acogedor;Natural,Piedra cálido de luminosidad bajo (3/10) y saturación baja (4/10) que genera profundidad.,,,"Color Alba 90RR 28/245 — Rosa Renacentista. HEX #B87C7E, RGB 184,124,126. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (3/10); saturación Baja (4/10). Familia visual: Piedra. Sensación: Profundo, Cálido, Acogedor, Natural. Estilos: Dramático. Ambientes recomendados: Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (3/10) y saturación baja (4/10) que genera profundidad."
70RR 52/120,Rosa Restauración,#D6B5B8,"214,181,184",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-restauracion-70rr-52-120-1672761,imagenes/70RR52120.jpg,Cálido,6,4,Medio,Baja,Piedra,Rústico;Mediterráneo,,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio.,,,"Color Alba 70RR 52/120 — Rosa Restauración. HEX #D6B5B8, RGB 214,181,184. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (6/10); saturación Baja (4/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio."
30RR 54/145,Rosa Retro,#D8B6C3,"216,182,195",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-retro-30rr-54-145-1671783,imagenes/30RR54145.jpg,Cálido,6,4,Medio,Baja,Piedra,Rústico;Mediterráneo,,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio.,,,"Color Alba 30RR 54/145 — Rosa Retro. HEX #D8B6C3, RGB 216,182,195. Familia oficial: Rojo. Temperatura Cálido; luminosidad Medio (6/10); saturación Baja (4/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio."
90RR 39/226,Rosa Río,#CF9597,"207,149,151",Rojo,,https://www.alba.com.ar/es/paletas-de-colores/rosa-rio-90rr-39-226-1673229,imagenes/90RR39226.jpg,Cálido,4,4,Bajo,Baja,Piedra,Contemporáneo,,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Piedra cálido de luminosidad bajo (4/10) y saturación baja (4/10) que equilibra el espacio.,,,"Color Alba 90RR 39/226 — Rosa Río. HEX #CF9597, RGB 207,149,151. Familia oficial: Rojo. Temperatura Cálido; luminosidad Bajo (4/10); saturación Baja (4/10). Familia visual: Piedra. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Contemporáneo. Ambientes recomendados: Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Piedra cálido de luminosidad bajo (4/10) y saturación baja (4/10) que equilibra el espacio."
